Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood
DR. DANIEL HILL PARK,Park,25 Cassandra Blvd,M3A 1S5,43.74856,-79.3275,0,0,
YORKWOODS PARK,Park,20 Yorkwoods Gt,M3N 1J8,43.75151,-79.5142,0,0,
CANADIAN UKRAINIAN MEMORIAL PARK,Park,425 Scarlett Rd,M9A 4L3,43.68497,-79.5114,0,0,
EAST TORONTO ATHLETIC FIELD,Park,175 Main St,M4E 2W2,43.68461,-79.2993,0,0,
ROXBOROUGH PARKETTE,Park,30 Roxborough Dr,M4W 1X1,43.6812,-79.3819,0,0,
ALEX MURRAY PARKETTE,Park,107 Crescent Rd,M4W 1T7,43.67827,-79.3828,0,0,
GOLDHAWK PARK,Park,250 Goldhawk Trl,M1V 3W2,43.82331,-79.2817,0,0,
AUDRELANE PARK,Park,60 Audrelane Crt,M1V 3S4,43.82249,-79.2889,0,0,
HOPTREE PARK,Park,15 Hoptree Ave,M1X 1Y3,43.82262,-79.2204,0,0,
HERON PARK,Park,292 Manse Rd,M1E 3V4,43.76886,-79.1769,1,0,
FRANK STOLLERY PARKETTE,Park,1 Davenport Rd,M5R 1H2,43.67271,-79.3884,0,0,
WELLESLEY - MAGILL PARK,Park,125 Homewood Ave,M4Y 2J3,43.66752,-79.3759,0,0,
JAMES CANNING GARDENS,Park,15 Gloucester St,M4Y 1L8,43.66659,-79.3843,0,0,
JOSEPH SHEARD PARKETTE,Park,11 Granby St,M5B 1H8,43.66049,-79.3819,0,0,
THE DOCTORS' PARKETTE,Park,350 College St,M5T 3A9,43.6575,-79.4039,0,0,
DAVID A. BALFOUR PARK,Park,75 Rosehill Ave,M4T 1G4,43.6869,-79.3892,1,0,
SNIDER PARKETTE,Park,2 Lytton Blvd,M4R 1L1,43.71649,-79.4011,0,0,
BRANDON AVENUE PARKETTE,Park,2 Brandon Ave,M6H 2C9,43.6706,-79.4403,0,0,
MAJOR ABBAS ALI PARK,Park,180 McLevin Ave,M1B 6H7,43.80353,-79.2313,1,0,
CHARTWELL PARK,Park,99 Kenhatch Blvd,M1S 4J7,43.80527,-79.2631,0,0,
ALAMOSA PARK,Park,111 Alamosa Dr,M2J 2N8,43.78232,-79.3697,0,0,
KNOTT PARK,Park,1 A Deblyn Dr,M1S 1J4,43.79806,-79.2917,0,0,
CYNTHIA LAI PARK,Park,1051 Progress Ave,M1B 1Z9,43.79204,-79.2338,0,0,
LUCY TOT LOT,Park,2 Sneath Ave,M1L 2V1,43.69084,-79.2856,0,0,
KENWORTHY PARK,Park,2 A Kenworthy Ave,M1L 3B2,43.69058,-79.2832,0,0,
GLEDHILL PARK,Park,125 Gledhill Ave,M4C 5K8,43.69085,-79.3101,0,0,
EGLINTON - GILBERT PARKETTE,Park,504 Gilbert Ave,M6E 4X5,43.69219,-79.4637,0,0,
RIDGEWOOD PARKETTE,Park,24 Ridgewood Rd,M5P 1T5,43.69157,-79.4215,0,0,
TADDLE CREEK PARK,Park,40 Bedford Rd,M5R 2J9,43.66986,-79.3984,0,0,
RENNIE PARK,Park,1 Rennie Ter,M6S 3C6,43.64508,-79.4746,1,0,
CRONIN PARK,Park,34 Lorene Dr,M9B 1Y4,43.64533,-79.5561,0,0,
CLARENCE SQUARE PARK,Park,25 Clarence Sq,M5V 1H1,43.64444,-79.3937,0,0,
ROSEDALE RAVINE LANDS,Park,450 Bloor St E,M4W 1J1,43.67271,-79.3762,0,0,
CAIRNS AVENUE PARKETTE,Park,93 Cairns Ave,M4L 1X6,43.67163,-79.3158,0,0,
COLONY PARK,Park,2100 Martin Grove Rd,M9V 3T3,43.74663,-79.5973,0,0,
LA ROSE PARK,Park,65 La Rose Ave,M9P 3T2,43.68569,-79.5179,0,0,
CHARLES BRERETON PARK,Park,306 Oakwood Ave,M6E 2V6,43.68504,-79.4382,0,0,
CY TOWNSEND PARK,Park,455 Winona Dr,M6C 3T4,43.68943,-79.4353,0,0,
ST. ALBAN'S SQUARE,Park,90 Howland Ave,M5R 3B5,43.66859,-79.4101,0,0,
MAPLE LEAF FOREVER PARK,Park,62 Laing St,M4L 2N2,43.66321,-79.3273,0,0,
IVAN FORREST GARDENS,Park,131 Glen Manor Dr,M4E 2X6,43.67218,-79.2927,0,0,
YONGE BOULEVARD PARKETTE,Park,3444 Yonge St,M4N 2M9,43.73404,-79.4049,0,0,
MEMORIAL GARDENS PARK,Park,850 Coxwell Ave,M4C 5R1,43.69099,-79.3279,0,0,
LORING - WYLE PARKETTE,Park,276 St Clair Ave E,M4T 1P4,43.69067,-79.3832,0,0,
LOGAN GREEN FIELD,Park,921 Logan Ave,M4K 3E3,43.6789,-79.3494,0,0,
GREEN MEADOWS PARK - ETOBICOKE YORK,Park,20 Newstead Rd,M9P 3G3,43.68572,-79.5345,0,0,
WOOLNER PARK,Park,735 Jane St,M6N 4B3,43.67116,-79.4928,0,0,
SYMES - VIELLA PARKETTE,Park,66 Symes Rd,M6N 5C9,43.67147,-79.4783,0,0,
CHANDOS PARK SOUTH,Park,19 Chandos Ave,M6H 2E6,43.67087,-79.4413,0,0,
HOME SMITH PARK,Park,4101 Dundas St W,M6S 4Z5,43.66221,-79.5058,1,0,
LAMBETH CRESCENT PARKETTE,Park,27 Lambeth Cres,M9A 3A6,43.66249,-79.5223,0,0,
BROADACRES PARK,Park,35 Crendon Dr,M9C 3G6,43.64721,-79.5715,0,0,
OSLER PLAYGROUND,Park,123 Argyle St,M6J 1N9,43.6463,-79.4221,0,0,
BIRCHVIEW BOULEVARD PARKETTE,Park,38 Birchview Blvd,M8X 1H6,43.6475,-79.5153,0,0,
EDWARDS GARDENS,Park,755 Lawrence Ave E,M3C 1P2,43.73415,-79.3594,1,0,
DUNDAS - ST.CLARENS PARKETTE,Park,1717 Dundas St W,M6K 1V4,43.64987,-79.4388,0,0,
KINGSWAY GATE PARKETTE,Park,2 The Kingsway,M8X 2T1,43.65014,-79.4998,0,0,
CARSBROOKE PARK,Park,415 Renforth Dr,M9C 2M3,43.64707,-79.577,0,0,
DAVID CAPLAN PARK,Park,125 Consumers Rd,M2J 1J0,43.77412,-79.3322,0,0,
GEARY AVENUE PARKETTE,Park,15 Geary Ave,M6H 2B3,43.67119,-79.4301,0,0,
OAK STREET PARKETTE,Park,36 Oak St,M5A 2C6,43.66127,-79.3648,0,0,
REGENT PARK BOULEVARD PARK,Park,81 Regent Park Blvd,M5A 0K7,43.66027,-79.3616,0,0,
BLOORDALE PARK NORTH,Park,20 Toledo Rd,M9C 2H3,43.63916,-79.5734,0,0,
MARGARET FAIRLEY PARK,Park,100 Brunswick Ave,M5S 2M2,43.66034,-79.4055,0,0,
SUNNYBROOK PARKETTE,Park,25 Sunnybrook Rd,M6S 1G3,43.64536,-79.4826,0,0,
LOUISE RUSSO PARK,Park,42 Flindon Rd,M9M 1J2,43.72131,-79.5409,0,0,
SERENA GUNDY PARK,Park,58 Rykert Cres,M4G 2S9,43.71856,-79.3584,1,0,
STRATHBURN PARK,Park,55 Strathburn Blvd,M9M 2K7,43.72209,-79.5332,0,0,
GAMBLE PLAYGROUND,Park,150 Gamble Ave,M4J 2P3,43.69107,-79.347,0,0,
FINCH - HUMBERLINE SPORTSFIELDS,Park,95 Humberline Dr,M9W 7H3,43.73307,-79.6172,0,0,
GREENBELT PARK,Park,25 Jessie Dr,M3C 4C2,43.73052,-79.3344,0,0,
SMYTHE PARK,Park,61 Black Creek Blvd,M6N 2K6,43.67613,-79.5,1,0,
ZORRA PARK,Park,28 Zorra St,M8Z 4Z7,43.62039,-79.522,0,0,
KENNEDY - LAWRENCE PARKETTE,Park,60 Mike Myers Dr,M1P 5G8,43.74822,-79.2737,0,0,
MAIDAVALE PARK,Park,1031 Birchmount Rd,M1K 1S1,43.73309,-79.2787,0,0,
KNIGHTSWOOD RD PARK,Park,40 Knightswood Rd,M4N 2H1,43.73956,-79.391,0,0,
MOCCASIN TRAIL PARK,Park,55 Green Belt Dr,M3C 1L8,43.73288,-79.3329,0,0,
HORTON PARK,Park,15 Oswego Rd,M1J 2E2,43.73681,-79.2431,0,0,
BEN NOBLEMAN PARK,Park,1075 Eglinton Ave W,M6C 2E1,43.69864,-79.4353,0,0,
FOUR OAKS GATE PARK,Park,388 A O'Connor Dr,M4J 2W1,43.69645,-79.3375,0,0,
BUDAPEST PARK,Park,1575 Lake Shore Blvd W,M6K 3C1,43.63684,-79.4464,1,0,
CLOSE AVENUE PARKETTE,Park,116 Close Ave,M6K 2V3,43.63712,-79.4349,0,0,
DAVENPORT VILLAGE PARK,Park,18 Foundry Ave,M6H 4L1,43.66971,-79.4494,0,0,
JOSEPH BANNON PARK,Park,65 Mary Chapman Blvd,M9M 0B3,43.73237,-79.535,0,0,
KENASTON PARK,Park,573 Sheppard Ave E,M2K 0E9,43.76705,-79.3858,0,0,
BLOORDALE PARK SOUTH,Park,230 Renforth Dr,M9C 2K9,43.63583,-79.5682,0,0,
ORDNANCE PARK,Park,10 Ordnance St,M6K 0H5,43.63925,-79.4085,0,0,
CHARLES SAURIOL CONSERVATION AREA,Park,1191 Lawrence Ave E,M3A 2H9,43.73926,-79.3286,0,0,
PHIL GIVENS PARK,Park,99 Caribou Rd,M5N 2B1,43.71945,-79.4211,0,0,
VILLAGE OF YORKVILLE PARK,Park,115 Cumberland St,M5R 1A6,43.67004,-79.3917,0,0,
WEST DEANE PARK Outdoor Rink,Park,376 Martin Grove RD,M9B 4L9,43.66163,-79.5574,1,0,
West Deane Park Outdoor Pool,Recreation Centre,19 Sedgebrook Cres,M9B 2X2,43.66074,-79.5616,1,0,
West Deane Park,Park,400 Martin Grove Road,M9B 4L9,43.6633,-79.5591,1,0,
BRISTOL AVENUE PARKETTE WEST,Park,30 Bristol Ave,M6H 3J9,43.67063,-79.4388,0,0,
MILLSTONE PARKETTE,Park,1 Plymbridge Rd,M2P 1A2,43.73847,-79.4007,0,0,
BEATY AVENUE PARKETTE,Park,66 Beaty Ave,M6K 3B4,43.63841,-79.4409,0,0,
DUFFERIN - KING PARK,Park,256 Dufferin St,M6K 1Z4,43.63817,-79.4275,0,0,
20 CASTLEFIELD AVE PARK,Park,20 Castlefield Ave,M4R 1G3,43.71188,-79.4005,0,0,
LAKEVIEW AVENUE PARKETTE,Park,1208 Dundas St W,M6J 1X5,43.64953,-79.4229,0,0,
CASTLEFIELD PARKETTE,Park,621 Castlefield Ave,M5N 1L9,43.70654,-79.4242,0,0,
BRISTOL AVENUE PARKETTE EAST,Park,25 Bristol Ave,M6H 3J8,43.67055,-79.4381,0,0,
PRINCESS MARGARET PARK,Park,1297 Kipling Ave,M9B 3N6,43.66554,-79.545,0,0,
HIDEAWAY PARK,Park,23 Audley Ave,M4M 1P5,43.66504,-79.3379,0,0,
HARTFIELD COURT PARKETTE,Park,50 Hartfield Crt,M9A 3E3,43.66739,-79.5236,0,0,
JOSEPH WORKMAN PARK,Park,90 Shank St,M6J 3T5,43.64195,-79.4169,0,0,
THOMPSON STREET PARKETTE,Park,120 Broadview Ave,M4M 2E9,43.65938,-79.3504,0,0,
ELM PARK - YORK,Park,54 Elm St,M9N 3C9,43.70631,-79.5161,0,0,
NORTHEND PARKETTE,Park,2393 Weston Rd,M9N 1Z8,43.7067,-79.5326,0,0,
BATHURST QUAY COMMON,Park,1 Eireann Quay,M5V 0R7,43.6345,-79.3972,0,0,
ARLINGTON PARKETTE,Park,460 Arlington Ave,M6C 3A2,43.69151,-79.4334,0,0,
ETIENNE BRULE PARK,Park,13 Crosby Ave,M6S 2P8,43.66104,-79.5005,1,0,
MAGWOOD PARK,Park,2 Pasadena Gdns,M6S 4R5,43.65763,-79.498,0,0,
GRAFTON AVENUE PARK,Park,23 Roncesvalles Ave,M6R 2K2,43.6395,-79.4461,0,0,
EVERGREEN GARDENS PARK,Park,23 Evergreen Gdns,M4G 1C4,43.69564,-79.3725,0,0,
TAYLOR CREEK PARK,Park,260 Dawes Rd,M4B 2E2,43.69702,-79.2977,1,0,
WINCOTT PARK,Park,86 Northcrest Rd,M9R 1R4,43.69446,-79.5496,0,0,
MOORE PARK RAVINE,Park,205 Moore Ave,M4T 1V8,43.69473,-79.3804,0,0,
GREEN HILLS PARK,Park,1 A Paulson Rd,M6M 2H2,43.69478,-79.479,0,0,
SENTINEL PARK,Park,295 Sentinel Rd,M3J 1T8,43.75523,-79.4998,0,0,
SECORD PARK,Park,8 Secord Ave,M4C 5M4,43.69317,-79.3007,0,0,
DAVID PECAUT SQUARE,Park,215 King St W,M5V 1H8,43.64695,-79.3876,0,0,
JOLLY WAY PARK,Park,965 Ellesmere Rd,M1P 0E2,43.76582,-79.2783,0,0,
GREENWOOD PARK,Park,150 Greenwood Ave,M4L 2P8,43.66949,-79.3292,1,0,
JOSEPH TOUGH PARK,Park,246 Davenport Rd,M5R 1J6,43.67472,-79.3978,0,0,
Otter Creek Centre Outdoor Rink Washroom,Recreation Centre,140 Cheritan Ave,M4R 1S8,43.72142,-79.4098,1,0,
COLONEL SAMUEL SMITH PARK,Park,3145 Lake Shore Blvd W,M8V 1L4,43.5981,-79.5153,0,0,
COLUMBUS PARKETTE,Park,1985 Dundas St W,M6R 1W7,43.65118,-79.4459,0,0,
MARKET LANE PARK,Park,149 King St E,M5C 1G6,43.65008,-79.3726,0,0,
MERRILL PARK,Park,5 Merrill Ave,M9N 1H1,43.7032,-79.506,0,0,
PARLIAMENT SQUARE PARK,Park,44 Parliament St,M5A 1L3,43.6499,-79.3625,0,0,
HOLMES PARK,Park,25 HOLMES AVE,M2N 0L4,43.7781,-79.413,0,0,
MAIN SEWAGE TREATMENT PLAYGROUND,Park,1091 Eastern Ave,M4L 1A8,43.66414,-79.3174,0,0,
WYNFORD PARK,Park,1 Mcdonald's Pl,M3C 3L4,43.72762,-79.3289,0,0,
GUILD PARK AND GARDENS,Park,201 Guildwood Pkwy,M1E 1P5,43.74772,-79.1917,1,0,
DONNYBROOK PARK,Park,43 Loyalist Rd,M9A 3P2,43.65319,-79.5208,0,0,
JACKSON PARKETTE,Park,104 The Kingsway,M8X 2T8,43.65286,-79.5109,0,0,
LINKWOOD LANE PARK,Park,10 Linkwood Lane,M3C 3E7,43.71241,-79.3238,0,0,
KIMBARK - COLDSTREAM RAVINE,Park,65 Coldstream Ave,M5N 1X7,43.71732,-79.4165,0,0,
PARKDALE AMPHITHEATRE,Park,1258 QUEEN ST W,M6J 0B4,43.64236,-79.4291,0,0,
MONSIGNOR FRASER COLLEGE PARK,Park,700 Markham St,M6G 2M3,43.66726,-79.4138,0,0,
34 HANNA AVENUE PARK,Park,34 HANNA AVE,M6K 0B7,43.63796,-79.4196,0,0,
FLORA VOISEY PARK,Park,67 Yachters Lane,M8V 4C6,43.62124,-79.4848,0,0,
VILLAGE GREEN PARK,Park,925 Albion Rd,M9V 1A6,43.73548,-79.5626,1,0,
CLOUD GARDENS,Park,14 Temperance St,M5H 1Y4,43.65109,-79.3797,0,0,
HILLSDALE AVENUE PARK,Park,33 Soudan Ave,M4S 1V5,43.70442,-79.3967,0,0,
KENWAY PARK,Park,3431 Bloor St W,M9A 1A2,43.64374,-79.5261,0,0,
KENNEDY - MARGDON PARKETTE,Park,24 Kennedy Park Rd,M6P 3H2,43.65241,-79.4727,0,0,
EAST MALL PARK,Park,355 The East Mall,M9B 3Z7,43.64254,-79.5574,0,0,
MASSEY HARRIS PARK,Park,945 King St W,M6K 3M8,43.64149,-79.4134,0,0,
LOVE PARK,Park,96 Queens Quay W,M5J 0B8,43.64061,-79.3798,0,0,
FAIRFIELD PARK,Park,90 Lothian Ave,M8Z 4K5,43.63858,-79.5189,0,0,
GEORGE CHATER PARKETTE,Park,465 Windermere Ave,M6S 1P3,43.65073,-79.4803,0,0,
WOBURN PARK - SCARBOROUGH,Park,50 Dormington Dr,M1G 3N1,43.78158,-79.2265,0,0,
OATES PARK,Park,10 Oates Dr,M1L 0A9,43.70451,-79.2739,0,0,
OLD FOREST HILL PARKETTE,Park,51 Forest Hill Rd,M4V,43.68833,-79.4039,0,0,
BANBURY Community Centre & PARK,Park,120 Banbury Rd,M3B 2L3,43.74284,-79.3695,1,0,
CAROLINE HUEBNER PARKETTE,Park,45 Tiverton Ave,M4M 2M1,43.66486,-79.3451,0,0,
SEATON PARK,Park,14 Albany Ave,M5R 3C3,43.66598,-79.4104,0,0,
ROUNDHOUSE PARK,Park,255 Bremner Blvd,M5V 3M9,43.64082,-79.3866,0,0,
LORA HILL PARK,Park,36 Fernalroy Blvd,M8Z 3V7,43.63853,-79.5148,0,0,
DOUGLAS B. FORD PARK,Park,1521 Royal York Rd,M9P 3B8,43.6927,-79.5309,0,0,
EARLSCOURT PARK,Park,1200 Lansdowne Ave,M6H 3Z8,43.67237,-79.4493,1,0,
CLIFF LUMSDON PARK,Park,101 Lake Shore Dr,M8V 1Y9,43.59493,-79.5023,0,0,
TORONTO MUSIC GARDEN,Park,479 Queens Quay W,M5V 2Y3,43.63722,-79.3935,0,0,
GREENFIELD PARK,Park,10 Wilmar Rd,M9B 3R7,43.6386,-79.5449,0,0,
RIVERSIDE DRIVE PARKETTE,Park,38 Kingsway,M6S 3S9,43.63809,-79.4766,0,0,
RANLEIGH PARK,Park,100 Ranleigh Ave,M4N 1W9,43.72865,-79.4001,0,0,
OAK STREET PARK,Park,165 River St,M5A 4K6,43.66215,-79.3584,0,0,
HURON STREET PLAYGROUND,Park,495 Huron St,M5R 2R5,43.66935,-79.4021,0,0,
GECO PARK,Park,100 Cleanside Rd,M1L 0J3,43.71813,-79.2792,0,0,
ADELAIDE PLACE PARKETTE,Park,20 Adelaide Pl,M5V 2S0,43.64502,-79.4018,0,0,
WINCHESTER SQUARE PARK,Park,474 Ontario St,M4X 1M7,43.6641,-79.371,0,0,
JIM MCPHERSON PARK,Park,1255 Victoria Park Ave,M4B 2K9,43.71212,-79.297,0,0,
DOVERCOURT PARK,Park,155 Bartlett Ave,M6H 3G1,43.66507,-79.4345,1,0,
RIVERDALE PARK WEST,Park,375 Sumach St,M4X 1V4,43.66653,-79.3626,1,0,
ST. PATRICKS SQUARE,Park,14 St Patricks Sq,M5T 1W8,43.65058,-79.3906,0,0,
COURTHOUSE SQUARE PARK,Park,10 Court St,M5C 2G1,43.6505,-79.3755,0,0,
167 ARMOUR BLVD PARKETTE,Park,167 Armour Blvd,M3H 1M1,43.74292,-79.431,0,0,
GLENVIEW PARKETTE,Park,60 Glenview Ave,M4R 1P6,43.72021,-79.4041,0,0,
BELLAMY PARK,Park,110 Bellamy Rd S,M1M 2E7,43.74066,-79.2287,0,0,
LESLIE GROVE PARK,Park,1158 Queen St E,M4M 1L2,43.66269,-79.3337,1,0,
EUCLID AVENUE PARKETTE,Park,711 Euclid Ave,M6G 2T9,43.66496,-79.4147,0,0,
EASTDALE PLAYGROUND,Park,160 Boulton Ave,M4M 2J9,43.66384,-79.3488,0,0,
WIMBLETON ROAD NORTH PARKETTE,Park,160 Wimbleton Rd,M9A 3S7,43.66613,-79.5291,0,0,
BRUCE MACKEY PARK,Park,55 Wardell St,M4M 2L5,43.66212,-79.3458,0,0,
WESTMORELAND AVENUE PARKETTE,Park,11 Westmoreland Ave,M6H 2Z6,43.66157,-79.4304,0,0,
MOOREGATE PARK,Park,164 Treverton Dr,M1K 3T4,43.7412,-79.2681,0,0,
LOUIS MARCH PARK,Park,485 Shuter St,M5A 0P9,43.65842,-79.3589,0,0,
QUEENS AVENUE PARKETTE,Park,94 Superior Ave,M8V 2M8,43.6165,-79.4931,0,0,
KEELE - MULOCK PARKETTE,Park,595 Keele St,M6N 3E5,43.67164,-79.4669,0,0,
BEAVER - LIGHTBOURN PARKETTE,Park,94 Lightbourn Ave,M6H 3P8,43.67116,-79.4434,0,0,
CHANDOS PARK NORTH,Park,75 Lightbourn Ave,M6H 3P8,43.67097,-79.4427,0,0,
NEIL MCLELLAN PARK,Park,263 Beresford Ave,M6S 3B4,43.65142,-79.4776,0,0,
PAPERBIRCH WALKWAY,Park,48 A Paperbirch Dr,M3C 2E7,43.7352,-79.3505,0,0,
THISTLETOWN PARK,Park,1265 Albion Rd,M9V 1A9,43.73789,-79.5712,0,0,
AVRO PARK,Park,55 Keswick Rd,M3K 2A9,43.73645,-79.4619,0,0,
LANGHOLM PARK,Park,14 Langholm Dr,M3M 2R6,43.73518,-79.4878,0,0,
CORONATION PARK - YORK,Park,2700 Eglinton Ave W,M6M 1V1,43.68989,-79.4784,0,0,
DRUMSNAB PARKETTE,Park,8 Drumsnab Rd,M4W 3A5,43.6749,-79.3679,0,0,
MCCORMICK PARK,Park,66 Sheridan Ave,M6K 2G9,43.64735,-79.4334,0,0,
CORONATION PARK - ETOBICOKE,Park,10 Judson St,M8Z 1A6,43.61624,-79.4994,0,0,
LESLIE LOOKOUT PARK,Park,12 Leslie St,M4M 3H7,43.6535,-79.3243,0,0,
WATER'S EDGE PROMENADE,Park,115 Queens Quay E,M5A 1J1,43.64369,-79.368,0,0,
MICHAEL MOSTYN BALMORAL PARK,Park,170 Faywood Blvd,M3H 2X9,43.74552,-79.4494,0,0,
WARRENDER PARK,Park,63 Warrender Ave,M9B 0C7,43.675,-79.5545,0,0,
HAROLD TOWN PARK,Park,725 Church St,M4W 3Y5,43.67267,-79.3863,0,0,
TRINITY BELLWOODS PARK,Park,790 Queen St W,M6J 1G3,43.64548,-79.4139,1,0,
RANDY PADMORE PARK,Park,47 Denison Ave,M5T 2M6,43.64979,-79.401,0,0,
GLEBE MANOR SQUARE,Park,51 Harwood Rd,M4S 2P3,43.70312,-79.3853,0,0,
ORPHAN'S GREEN,Park,51 Power St,M5A 3A6,43.6544,-79.3626,0,0,
LAMBTON - KINGSWAY PARK,Park,37 Marquis Ave,M8X 1V3,43.65792,-79.5086,1,0,
SACKVILLE PLAYGROUND,Park,420 King St E,M5A 1L4,43.6545,-79.3607,0,0,
KAY GARDNER BELTLINE PARK,Park,378 Mount Pleasant Rd,M4S 1A9,43.69757,-79.3865,0,0,
LANYARD PARK,Park,138 Lanyard Rd,M9M 1Y9,43.74759,-79.5494,0,0,
HARBOUR SQUARE PARK LANDS,Park,25 Queens Quay W,M5J 2T5,43.64036,-79.3765,1,0,
DELMA PARK,Park,38 Delma Dr,M8W 4N6,43.60307,-79.5507,0,0,
MAPLE CLAIRE PARK,Park,20 Viella St,M6N 5C8,43.67263,-79.4729,0,0,
READING SPROUTS GARDEN,Park,77 Whitbread Cres,M3L 2A8,43.74,-79.5104,0,0,
UNDERPASS PARK,Park,33 St Lawrence St,M5A 3N1,43.65535,-79.3554,0,0,
RUNNYMEDE PARK,Park,221 Ryding Ave,M6N 1H6,43.66856,-79.4788,0,0,
FIRVALLEY WOODS,Park,656 Warden Ave,M1L 3Z5,43.7049,-79.2784,0,0,
KIWANIS Outdoor Pool,Recreation Centre,375 Cedarvale Ave,M4C 4K7,43.69851,-79.3161,1,0,
LEAVENWORTH PARKETTE,Park,20 Leavenworth Cres,M9C 1T5,43.6343,-79.5617,0,0,
CENTENNIAL PARK - ETOBICOKE,Park,256 Centennial Park Rd,M9C 5B6,43.65732,-79.5869,1,0,
DUBRAY PARKETTE,Park,28 Dubray Ave,M3K 1V5,43.72965,-79.4782,0,0,
ALBERT CROSLAND PARK,Park,15 Saunders Ave,M6R 1B9,43.64094,-79.4402,0,0,
CLAIRLEA PARK,Park,45 Fairfax Cres,M1L 1Z6,43.71511,-79.2872,0,0,
UPPER ROUGE TRAIL PARK,Park,124 Upper Rouge Trl,M1B 6K6,43.81016,-79.1857,0,0,
INGLEWOOD HEIGHTS PARK,Park,91 Allanford Rd,M1T 2N6,43.77718,-79.2913,0,0,
GOLF CLUB PARKETTE,Park,100 Ferncroft Dr,M1N 2X4,43.68897,-79.2769,0,0,
SISKEN TRAIL PARK,Park,157 Staines Rd,M1X 1V3,43.82369,-79.2187,0,0,
TORONTO ISLANDS - OLYMPIC ISLAND PARK,Park,9 Queens Quay W,M5J 2H3,43.64045,-79.3751,1,0,
PAGE PARKETTE,Park,23 Valliere Pl,M2K 0C9,43.78317,-79.3831,0,0,
WILLARD GARDENS PARKETTE,Park,55 Mayfield Ave,M6S 1K4,43.64821,-79.4812,0,0,
FARQUHARSON PARK,Park,250 Pitfield Rd,M1S 1Y7,43.78467,-79.263,0,0,
HABITANT PARK,Park,3383 Weston Rd,M9M 2V9,43.74702,-79.5402,0,0,
MISTY HILLS PARK,Park,57 Misty Hills Trl,M1X 2C4,43.8206,-79.2152,0,0,
DOWNSVIEW MEMORIAL PARKETTE,Park,1092 Wilson Ave,M3K 1G6,43.72725,-79.4812,0,0,
ASTERFIELD - PLUMROSE BLVD PARKETTE,Park,75 Asterfield Dr,M1E 2P8,43.77477,-79.1748,0,0,
HAVERSON PARK,Park,65 Woodenhill Crt,M6M 1K8,43.68972,-79.4649,0,0,
PINEWAY PARK,Park,100 Pineway Blvd,M2H 1A8,43.79592,-79.3748,0,0,
MAUGHAN CRESCENT PARKETTE,Park,37 Maughan Cres,M4L 3E4,43.66939,-79.3156,0,0,
RIVERLEA PARK,Park,919 Scarlett Rd,M9P 2V3,43.69983,-79.5236,0,0,
CULLEN BRYANT PARK,Park,50 Barbara Cres,M4C 3B2,43.7006,-79.3287,0,0,
OLD MILL SITE PARK,Park,5 Catherine St,M6S 4K2,43.65133,-79.4904,0,0,
JUNE ROWLANDS PARK,Park,220 Davisville Ave,M4S 1H2,43.70029,-79.3882,1,0,
JOYCE TRIMMER PARK,Park,8450 SHEPPARD AVE E,M1B 5R4,43.80516,-79.1898,0,0,
IONVIEW PARK,Park,110 Ionview Rd,M1K 3A1,43.73929,-79.2747,0,0,
SUNFIELD PARK,Park,144 Sunfield Rd,M3M 3J4,43.74319,-79.4928,0,0,
LES ANTHONY PARKETTE,Park,5 Dunkirk Rd,M4C 2L9,43.69144,-79.3229,0,0,
BENJAMIN BOAKE GREENBELT,Park,133 Benjamin Boake Trl,M3J 3C8,43.74489,-79.4968,0,0,
OLD MILL PARKETTE,Park,5 Mill Rd,M3B 2T3,43.75557,-79.3519,0,0,
SUNNYSIDE BIKE PARK,Park,3 Ellis Ave,M6S 5A7,43.6368,-79.4653,0,0,
CARSTOWE ROAD LANDS,Park,151 Carstowe Rd,M4T 1B7,43.68568,-79.3792,0,0,
SADDLETREE PARK,Park,50 Saddletree Dr,M2H 3L3,43.80487,-79.3771,0,0,
JEANETTE PARK,Park,55 Jeanette St,M1M 3G3,43.72288,-79.2484,0,0,
WALLACE C. SWANEK PARK,Park,241 Gary Dr,M9N 2M9,43.70999,-79.5229,0,0,
ALEXANDER MUIR MEMORIAL GARDENS,Park,2901 Yonge St,M4N 3N8,43.72154,-79.4012,0,0,
BEECHGROVE PARK,Park,182 Beechgrove Dr,M1E 3Z5,43.76948,-79.1597,0,0,
VICTORIA PARK - EGLINTON PARKETTE,Park,1501 Victoria Park Ave,M1L 2T3,43.72427,-79.3017,0,0,
VAN HORNE PARK,Park,561 Van Horne Ave,M2J 4S8,43.78728,-79.3375,0,0,
GAFFNEY PARK,Park,73 Terry Dr,M6N 4Y8,43.67223,-79.487,0,0,
JANELLAN RAVINE PARK,Park,199 Beechgrove Dr,M1E 3Z6,43.77082,-79.1597,0,0,
REGAN PARK,Park,9310 Sheppard Ave E,M1B 5R5,43.80668,-79.1803,0,0,
WEST TORONTO RAILPATH,Park,1457 Bloor St W,M6P 3X2,43.65674,-79.4495,0,0,
CASSANDRA GREENBELT,Park,54 A Cassandra Blvd,M3A 1S6,43.74711,-79.3307,0,0,
FERGY BROWN PARK,Park,3700 Eglinton Ave W,M6M 2B4,43.68568,-79.4981,1,0,
ABBOTSFORD PARK,Park,2 A Abbotsford Rd,M2N 2P7,43.77045,-79.4226,0,0,
