Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood
St Clair Ave West at Bathurst St East Side,3,,,43.68321,-79.4177,,0,
St Clair Ave West at Bathurst St West Side,3,,,43.68306,-79.4189,,0,
St Clair Ave West at Vaughan Rd East Side,3,,,43.68288,-79.4193,,0,
St Clair Ave West at Vaughan Rd West Side,3,,,43.68275,-79.4207,,0,
St Clair Ave West at Wychwood Ave,3,,,43.68231,-79.4231,,0,
St Clair Ave West at Wychwood Ave,3,,,43.68199,-79.4236,,0,
St Clair West Station at Bay 6,3,,,43.68437,-79.4153,,0,
836 Davenport Rd East Side,3,,,43.67634,-79.42,,0,
Davenport Rd at Bartlett Ave North,3,,,43.67361,-79.4384,,0,
Davenport Rd at Bartlett Ave North,3,,,43.67383,-79.4382,,0,
Davenport Rd at Bathurst St,3,,,43.67663,-79.416,,0,
Davenport Rd at Bathurst St,3,,,43.67677,-79.4163,,0,
Davenport Rd at Caledonia Park Rd,3,,,43.67121,-79.4508,,0,
Davenport Rd at Caledonia Park Rd East Side,3,,,43.67111,-79.4505,,0,
Davenport Rd at Christie St,3,,,43.67549,-79.4232,,0,
Davenport Rd at Christie St,3,,,43.67574,-79.4228,,0,
Davenport Rd at Dartnell Ave East Side,3,,,43.67674,-79.4118,,0,
Davenport Rd at Dovercourt Rd,3,,,43.67416,-79.435,,0,
Davenport Rd at Dufferin St,3,,,43.67286,-79.4411,,0,
Davenport Rd at Dufferin St,3,,,43.67309,-79.4408,,0,
Davenport Rd at Greenlaw Ave,3,,,43.67215,-79.4451,,0,
Davenport Rd at Lansdowne Ave,3,,,43.6714,-79.4488,,0,
Davenport Rd at Lansdowne Ave,3,,,43.67165,-79.4481,,0,
Davenport Rd at Laughton Ave,3,,,43.6702,-79.456,,0,
Davenport Rd at Laughton Ave,3,,,43.67038,-79.4557,,0,
Davenport Rd at Lightbourn Ave,3,,,43.67228,-79.4439,,0,
Davenport Rd at Lightbourn Ave,3,,,43.67248,-79.4436,,0,
Davenport Rd at Oakwood Ave,3,,,43.67451,-79.4334,,0,
Davenport Rd at Old Weston Rd,3,,,43.67108,-79.4621,,0,
Davenport Rd at Old Weston Rd East Side,3,,,43.67089,-79.4619,,0,
Davenport Rd at Osler St,3,,,43.67046,-79.46,,0,
Davenport Rd at Osler St,3,,,43.67038,-79.4592,,0,
Davenport Rd at Ossington Ave,3,,,43.67478,-79.4306,,0,
Davenport Rd at Ossington Ave East Side,3,,,43.67466,-79.4304,,0,
Davenport Rd at Primrose Ave,3,,,43.67183,-79.4461,,0,
Davenport Rd at Shaw St,3,,,43.67468,-79.4285,,0,
Davenport Rd at Shaw St,3,,,43.67484,-79.428,,0,
Davenport Rd at Symington Ave,3,,,43.67056,-79.4538,,0,
Davenport Rd at Symington Ave West Side,3,,,43.67066,-79.4539,,0,
Davenport Rd at Walmer Rd,3,,,43.67703,-79.4097,,0,
Davenport Rd at Wychwood Park West Side,3,,,43.67658,-79.4195,,0,
Kendal Ave at Davenport Rd South Side,3,,,43.67627,-79.4102,,0,
MacPherson Ave at Spadina Rd,3,,,43.67573,-79.4078,,0,
Old Weston Rd at St Clair Ave West,3,,,43.67363,-79.4631,,0,
Old Weston Rd at St Clair Ave West,3,,,43.67325,-79.4629,,0,
Spadina Rd at Bernard Ave,3,,,43.67208,-79.4059,,0,
Spadina Rd at Bernard Ave South Side,3,,,43.6718,-79.406,,0,
Spadina Rd at Davenport Rd,3,,,43.67715,-79.408,,0,
Spadina Rd at Dupont St - Dupont Station,3,,,43.675,-79.4072,,0,
Spadina Rd at Dupont St - Dupont Station,3,,,43.67473,-79.4069,,0,
Spadina Rd at Kendal Ave,3,,,43.67039,-79.4054,,0,
Spadina Rd at Kendal Ave,3,,,43.67036,-79.4052,,0,
Spadina Rd at Lowther Ave,3,,,43.66905,-79.4049,,0,
Spadina Rd at Lowther Ave,3,,,43.66888,-79.4046,,0,
Spadina Station at Bus Bay 4,3,,,43.66727,-79.4038,,0,
Townsley Loop at Tonwsley St,3,,,43.67404,-79.4636,,0,
2050 McCowan Rd,3,,,43.79506,-79.2612,,0,
4325 McCowan Rd,3,,,43.82936,-79.2752,,0,
4325 McCowan Rd (Milliken Park Rec Centre),3,,,43.82893,-79.2751,,0,
8600 McCowan Rd,3,,,43.87418,-79.2861,,0,
9600 McCowan Rd,3,,,43.89381,-79.2911,,0,
Castlemore Ave at Ridgecrest Rd West Side,3,,,43.89722,-79.3035,,0,
Castlemore Ave at The Bridle Walk,3,,,43.89617,-79.3081,,0,
Ellesmere Rd at Midland Ave East Side,3,,,43.76799,-79.2704,,0,
Kennedy Rd at Ellesmere Rd,3,,,43.7656,-79.2809,,0,
Kennedy Rd at Lawrence Ave East East Side,3,,,43.74996,-79.275,,0,
Kennedy Station Drop-off Platform,3,,,43.73223,-79.2635,,0,
Kennedy Station at Bus Bay 15 (Platform B),3,,,43.732,-79.2629,,0,
Major Mackenzie Dr East at McCowan Rd,3,,,43.90328,-79.2938,,0,
Major Mackenzie Dr East at McCowan Rd West Side,3,,,43.90343,-79.2941,,0,
Major Mackenzie Dr East at Ridgecrest Rd,3,,,43.90066,-79.3048,,0,
Major Mackenzie Dr East at Stonebridge Dr,3,,,43.90223,-79.2992,,0,
Major Mackenzie Dr East at Stonebridge Dr,3,,,43.90172,-79.3,,0,
McCowan Rd Loop at Steeles Ave East,3,,,43.83243,-79.2751,,0,
McCowan Rd at 14Th Ave,3,,,43.84887,-79.2795,,0,
McCowan Rd at 14Th Ave,3,,,43.8494,-79.2799,,0,
McCowan Rd at 14Th Ave North Side,3,,,43.85023,-79.2797,,0,
McCowan Rd at 16Th Ave,3,,,43.88503,-79.2887,,0,
McCowan Rd at 16th Ave North Side,3,,,43.88541,-79.2891,,0,
McCowan Rd at 300 Consilium Pl,3,,,43.77827,-79.2536,,0,
McCowan Rd at Alton Towers Cir (North),3,,,43.82702,-79.2761,,0,
McCowan Rd at Alton Towers Cir (North),3,,,43.82669,-79.2757,,0,
McCowan Rd at Alton Towers Cir (South),3,,,43.8226,-79.2742,,0,
McCowan Rd at Alton Towers Cir (South),3,,,43.82238,-79.2738,,0,
McCowan Rd at Big Red Ave North Side,3,,,43.81478,-79.2704,,0,
McCowan Rd at Bridley Dr,3,,,43.81452,-79.2706,,0,
McCowan Rd at Bullock Dr,3,,,43.87292,-79.2861,,0,
McCowan Rd at Bullock Dr - Centennial GO Station,3,,,43.87251,-79.2856,,0,
McCowan Rd at Bur Oak Ave,3,,,43.89452,-79.291,,0,
McCowan Rd at Bur Oak Ave,3,,,43.89506,-79.2914,,0,
McCowan Rd at Carlton Rd,3,,,43.87722,-79.2871,,0,
McCowan Rd at Castlemore Ave,3,,,43.8984,-79.2919,,0,
McCowan Rd at Castlemore Ave,3,,,43.8989,-79.2924,,0,
McCowan Rd at Coleraine Ave,3,,,43.83823,-79.2769,,0,
McCowan Rd at Commander Blvd,3,,,43.79626,-79.2617,,0,
McCowan Rd at Commander Blvd North Side,3,,,43.79651,-79.2615,,0,
McCowan Rd at Denison St,3,,,43.84135,-79.2777,,0,
McCowan Rd at Denison St,3,,,43.84163,-79.2781,,0,
McCowan Rd at Devonshire Ave,3,,,43.8386,-79.2773,,0,
McCowan Rd at Elson St,3,,,43.83497,-79.276,,0,
McCowan Rd at Finch Ave East,3,,,43.80821,-79.2667,,0,
McCowan Rd at Finch Ave East,3,,,43.80788,-79.2662,,0,
McCowan Rd at Finch Ave East North Side,3,,,43.80861,-79.2666,,0,
McCowan Rd at Gillingham Ave,3,,,43.83529,-79.2765,,0,
McCowan Rd at Heritage Rd,3,,,43.86961,-79.285,,0,
McCowan Rd at Heritage Rd,3,,,43.87006,-79.2854,,0,
McCowan Rd at Highglen Ave,3,,,43.84566,-79.2788,,0,
McCowan Rd at Highglen Ave South Side,3,,,43.84604,-79.2793,,0,
McCowan Rd at Highway 401,3,,,43.78256,-79.2552,,0,
McCowan Rd at Highway 7,3,,,43.86697,-79.2843,,0,
McCowan Rd at Highway 7,3,,,43.86735,-79.2848,,0,
McCowan Rd at Huntingwood Dr,3,,,43.79882,-79.2628,,0,
McCowan Rd at Invergordon Ave,3,,,43.78732,-79.257,,0,
McCowan Rd at James Parrot Ave,3,,,43.89013,-79.2899,,0,
McCowan Rd at Kenhatch Blvd,3,,,43.80159,-79.264,,0,
McCowan Rd at Kenhatch Blvd,3,,,43.80132,-79.2636,,0,
McCowan Rd at Manhattan Dr,3,,,43.88191,-79.2882,,0,
McCowan Rd at McNicoll Ave,3,,,43.81813,-79.2722,,0,
McCowan Rd at McNicoll Ave,3,,,43.81782,-79.2718,,0,
McCowan Rd at Middlefield Rd,3,,,43.79853,-79.2623,,0,
McCowan Rd at Milliken Wells Shopping Centre,3,,,43.82559,-79.2755,,0,
McCowan Rd at Milner Ave,3,,,43.78552,-79.2567,,0,
McCowan Rd at Milner Ave North Side,3,,,43.78596,-79.2565,,0,
McCowan Rd at Nugget Ave,3,,,43.79221,-79.2601,,0,
McCowan Rd at Nugget Ave,3,,,43.7919,-79.2596,,0,
McCowan Rd at Opposite Milliken Wells Shopping Centre,3,,,43.82501,-79.275,,0,
McCowan Rd at Percy Reesor St,3,,,43.90115,-79.2925,,0,
McCowan Rd at Percy Reesor St,3,,,43.9007,-79.2927,,0,
McCowan Rd at Pitfield Rd,3,,,43.78749,-79.2575,,0,
McCowan Rd at Raymerville Dr (North),3,,,43.88138,-79.2878,,0,
McCowan Rd at Raymerville Dr (South),3,,,43.87681,-79.2867,,0,
McCowan Rd at Sandhurst Cir (North),3,,,43.81177,-79.2694,,0,
McCowan Rd at Sandhurst Cir (North),3,,,43.81146,-79.269,,0,
McCowan Rd at Sandhurst Cir (South),3,,,43.80529,-79.2655,,0,
McCowan Rd at Sandhurst Cir (South),3,,,43.80498,-79.2651,,0,
McCowan Rd at Sheppard Ave East,3,,,43.78979,-79.2591,,0,
McCowan Rd at Sheppard Ave East,3,,,43.78947,-79.2586,,0,
McCowan Rd at South Unionville Ave,3,,,43.86071,-79.2827,,0,
McCowan Rd at South Unionville Ave,3,,,43.86103,-79.2831,,0,
McCowan Rd at Southdale Dr,3,,,43.86544,-79.284,,0,
McCowan Rd at Southdale Dr South Side,3,,,43.86503,-79.2841,,0,
McCowan Rd at Steeles Ave East,3,,,43.83117,-79.2754,,0,
McCowan Rd at Steeles Ave East,3,,,43.83083,-79.275,,0,
McCowan Rd at Steeles Ave East North Side,3,,,43.83177,-79.2752,,0,
McCowan Rd at Steeles Ave East South Side,3,,,43.83029,-79.2752,,0,
McCowan Rd at Trail Ridge Lane,3,,,43.88762,-79.2896,,0,
McCowan Rd at Triton Rd,3,,,43.77553,-79.2529,,0,
McCowan Rd at Walkway To Snowden Cir - Centennial GO Station,3,,,43.87501,-79.2866,,0,
McCowan Rd at Walkway to Alanbull Sq,3,,,43.81998,-79.273,,0,
McCowan Rd at Walkway to Historic Ter,3,,,43.82019,-79.2728,,0,
McCowan Rd at West Bay Drive,3,,,43.88726,-79.2893,,0,
McCowan Rd at Wilfred Murison Ave,3,,,43.89077,-79.2904,,0,
Midland Ave at Ellesmere Rd South Side,3,,,43.76747,-79.2712,,0,
Midland Ave at Lawrence Ave East South Side,3,,,43.75077,-79.265,,0,
Ridgecrest Rd at Major Mackenzie Dr East South Side,3,,,43.90035,-79.3045,,0,
Ridgecrest Rd at Wiltshire Dr,3,,,43.89876,-79.3036,,0,
Scarborough Centre Station at Bus Bay 12,3,,,43.7745,-79.2572,,0,
Scarborough Centre Station at Bus Bay 5,3,,,43.77458,-79.2576,,0,
The Bridle Walk at Drawbridge Dr,3,,,43.89735,-79.3087,,0,
The Bridle Walk at Major Mackenzie Dr East,3,,,43.89944,-79.3094,,0,
Triton Rd at Borough Dr,3,,,43.77348,-79.2614,,0,
Triton Rd at Brimley Rd,3,,,43.77366,-79.2615,,0,
Avenue Rd at Balmoral Ave,3,,,43.68437,-79.4007,,0,
Avenue Rd at Balmoral Ave North Side,3,,,43.68471,-79.4005,,0,
Avenue Rd at Bloor St West,3,,,43.6688,-79.3943,,0,
Avenue Rd at Bloor St West North Side,3,,,43.66922,-79.3942,,0,
Avenue Rd at Boswell Ave,3,,,43.67262,-79.3956,,0,
Avenue Rd at College View Ave,3,,,43.70178,-79.4073,,0,
Avenue Rd at Cottingham St,3,,,43.67942,-79.3984,,0,
Avenue Rd at Cottingham St South Side,3,,,43.67998,-79.3989,,0,
Avenue Rd at Davenport Rd,3,,,43.67461,-79.3964,,0,
Avenue Rd at Davenport Rd,3,,,43.6748,-79.3967,,0,
Avenue Rd at Dupont St,3,,,43.67711,-79.3974,,0,
Avenue Rd at Dupont St,3,,,43.67727,-79.3978,,0,
Avenue Rd at Edmund Ave,3,,,43.68261,-79.3999,,0,
Avenue Rd at Edmund Ave North Side,3,,,43.6829,-79.3998,,0,
Avenue Rd at Elgin Ave,3,,,43.67219,-79.3956,,0,
Avenue Rd at Heath St West,3,,,43.68862,-79.4022,,0,
Avenue Rd at Heath St West,3,,,43.6888,-79.4025,,0,
Avenue Rd at Lonsdale Rd South Side,3,,,43.6903,-79.4031,,0,
Avenue Rd at St Clair Ave West,3,,,43.68674,-79.4017,,0,
Avenue Rd at St Clair Ave West North Side,3,,,43.68695,-79.4015,,0,
Chaplin Cres at Avenue Rd,3,,,43.69873,-79.4058,,0,
Eglinton Ave West at Avenue Rd East Side,3,,,43.70464,-79.408,,0,
Eglinton Ave West at Duplex Ave,3,,,43.70618,-79.4007,,0,
Eglinton Ave West at Lascelles Blvd,3,,,43.70573,-79.4036,,0,
Eglinton Ave West at Lascelles Blvd East Side,3,,,43.70564,-79.4032,,0,
Eglinton Ave West at Oriole Pkwy East Side,3,,,43.70515,-79.4055,,0,
Eglinton Station at Bus Bay 3,3,,,43.70476,-79.3985,,0,
Elm St at University Ave East Side,3,,,43.65647,-79.3879,,0,
Gerrard St East at University Ave,3,,,43.65773,-79.3889,,0,
Gerrard St West at Elizabeth St West Side,3,,,43.65814,-79.3868,,0,
Lonsdale Rd at Avenue Rd East Side,3,,,43.69083,-79.4023,,0,
Oriole Pkwy at Chaplin Cres South Side,3,,,43.69702,-79.403,,0,
Oriole Pkwy at College View Ave South Side,3,,,43.70213,-79.4051,,0,
Oriole Pkwy at Eglinton Ave West South Side,3,,,43.70465,-79.4061,,0,
Oriole Pkwy at Frobisher Ave,3,,,43.69717,-79.4028,,0,
Oriole Pkwy at Gormley Ave,3,,,43.69365,-79.4017,,0,
Oriole Pkwy at Gormley Ave,3,,,43.69381,-79.402,,0,
Oriole Pkwy at Kilbarry Rd,3,,,43.69539,-79.4023,,0,
Oriole Pkwy at Kilbarry Rd South Side,3,,,43.6952,-79.4025,,0,
Oriole Pkwy at Tranmer Ave,3,,,43.70008,-79.4042,,0,
Queen's Park Cres East at College St North Side,3,,,43.66101,-79.3901,,0,
Queen's Park Cres East at St Joseph St North Side,3,,,43.66527,-79.3912,,0,
Queen's Park Cres East at Wellesley St West,3,,,43.66346,-79.3905,,0,
Queen's Park Cres West at Hart House,3,,,43.6637,-79.3935,,0,
Queen's Park at Charles St West - Museum Station,3,,,43.6671,-79.3936,,0,
Queen's Park at Charles St West North Side - Museum Station,3,,,43.6676,-79.3935,,0,
University Ave at College St - Queen's Park Station,3,,,43.65959,-79.3905,,0,
University Ave at College St - Queen's Park Station,3,,,43.65972,-79.3902,,0,
University Ave at Gerrard St West,3,,,43.65763,-79.3898,,0,
2050 McCowan Rd,3,,,43.79506,-79.2612,,0,
61 Maybrook Dr,3,,,43.82349,-79.2604,,0,
Maybrook Dr at McNicoll Ave,3,,,43.82166,-79.2594,,0,
Maybrook Dr at McNicoll Ave North Side,3,,,43.82202,-79.2596,,0,
Maybrook Dr at Newmill Gate,3,,,43.82588,-79.2616,,0,
Maybrook Dr at Newmill Gate,3,,,43.82546,-79.2612,,0,
Maybrook Dr at Passmore Ave,3,,,43.82786,-79.2617,,0,
Maybrook Dr at Passmore Ave South Side,3,,,43.82772,-79.2618,,0,
McCowan Rd at 300 Consilium Pl,3,,,43.77827,-79.2536,,0,
McCowan Rd at Commander Blvd,3,,,43.79626,-79.2617,,0,
McCowan Rd at Commander Blvd North Side,3,,,43.79651,-79.2615,,0,
McCowan Rd at Highway 401,3,,,43.78256,-79.2552,,0,
McCowan Rd at Invergordon Ave,3,,,43.78732,-79.257,,0,
McCowan Rd at Middlefield Rd,3,,,43.79853,-79.2623,,0,
McCowan Rd at Milner Ave,3,,,43.78552,-79.2567,,0,
McCowan Rd at Milner Ave North Side,3,,,43.78596,-79.2565,,0,
McCowan Rd at Nugget Ave,3,,,43.7919,-79.2596,,0,
McCowan Rd at Nugget Ave,3,,,43.79221,-79.2601,,0,
McCowan Rd at Pitfield Rd,3,,,43.78749,-79.2575,,0,
McCowan Rd at Sheppard Ave East,3,,,43.78947,-79.2586,,0,
McCowan Rd at Sheppard Ave East,3,,,43.78979,-79.2591,,0,
McCowan Rd at Triton Rd,3,,,43.77553,-79.2529,,0,
McNicoll Ave at Middlefield Rd,3,,,43.82059,-79.2609,,0,
McNicoll Ave at Tiffield Rd East Side,3,,,43.82086,-79.26,,0,
Middlefield Rd Loop at Steeles Ave East,3,,,43.83514,-79.2683,,0,
Middlefield Rd at Arbor Low Gate,3,,,43.81158,-79.2583,,0,
Middlefield Rd at Arbor Low Gate,3,,,43.81195,-79.2587,,0,
Middlefield Rd at Compass Crt,3,,,43.80189,-79.2567,,0,
Middlefield Rd at Compass Crt,3,,,43.80179,-79.257,,0,
Middlefield Rd at Finch Ave East,3,,,43.80974,-79.2574,,0,
Middlefield Rd at Finch Ave East,3,,,43.81007,-79.258,,0,
Middlefield Rd at Ingleton Blvd South Side,3,,,43.8269,-79.2651,,0,
Middlefield Rd at McCowan Rd,3,,,43.79917,-79.2607,,0,
Middlefield Rd at McNicoll Ave,3,,,43.81994,-79.2619,,0,
Middlefield Rd at McNicoll Ave,3,,,43.82031,-79.2622,,0,
Middlefield Rd at Nashdene Rd,3,,,43.81744,-79.2611,,0,
Middlefield Rd at Nashdene Rd North Side,3,,,43.81758,-79.2609,,0,
Middlefield Rd at Newmill Gate,3,,,43.82478,-79.2637,,0,
Middlefield Rd at Newmill Gate,3,,,43.82513,-79.2641,,0,
Middlefield Rd at Opposite Walkway to Buckhurst Cres,3,,,43.80531,-79.2546,,0,
Middlefield Rd at Opposite Walkway to Bushcroft Grove,3,,,43.79913,-79.2602,,0,
Middlefield Rd at Orator Gate,3,,,43.80804,-79.2565,,0,
Middlefield Rd at Orator Gate North Side,3,,,43.80825,-79.2565,,0,
Middlefield Rd at Passmore Ave,3,,,43.82701,-79.2648,,0,
Middlefield Rd at Passmore Ave East Side,3,,,43.82746,-79.2644,,0,
Middlefield Rd at Pebblewood Ave,3,,,43.82306,-79.263,,0,
Middlefield Rd at Pebblewood Ave,3,,,43.82331,-79.2633,,0,
Middlefield Rd at Richmond Park Blvd,3,,,43.81417,-79.2594,,0,
Middlefield Rd at Richmond Park Blvd,3,,,43.81435,-79.2597,,0,
Middlefield Rd at Select Ave North Side,3,,,43.82975,-79.2664,,0,
Middlefield Rd at Select Ave South Side,3,,,43.82903,-79.2663,,0,
Middlefield Rd at Steeles Ave East,3,,,43.83251,-79.2676,,0,
Middlefield Rd at Steeles Ave East,3,,,43.83296,-79.2681,,0,
Middlefield Rd at Steeles Ave East North Side,3,,,43.83346,-79.268,,0,
Middlefield Rd at Walkway to Buckhurst Cres,3,,,43.80535,-79.2548,,0,
Opposite 71 Maybrook Dr,3,,,43.82434,-79.2609,,0,
Passmore Ave at Middlefield Rd,3,,,43.82748,-79.2651,,0,
Scarborough Centre Station at Bus Bay 9,3,,,43.77432,-79.2579,,0,
105 Nugget Ave,3,,,43.79333,-79.2558,,0,
110 Morningview Trail,3,,,43.81499,-79.1997,,0,
120 McLevin Ave,3,,,43.80192,-79.2351,,0,
120 Nugget Ave,3,,,43.79364,-79.2555,,0,
141 Morningview Trail,3,,,43.81601,-79.1993,,0,
1415 Morningside Ave,3,,,43.81079,-79.2034,,0,
170 Nugget Ave,3,,,43.79496,-79.2534,,0,
191 Nugget Ave,3,,,43.79493,-79.2532,,0,
193 Morningview Trail,3,,,43.81823,-79.1998,,0,
40 Nugget Ave,3,,,43.79242,-79.2583,,0,
55 Nugget Ave,3,,,43.79231,-79.2582,,0,
Ellesmere Rd at Midland Ave East Side,3,,,43.76799,-79.2704,,0,
Kennedy Rd at Ellesmere Rd,3,,,43.7656,-79.2809,,0,
Kennedy Rd at Lawrence Ave East East Side,3,,,43.74996,-79.275,,0,
Kennedy Station Drop-off Platform,3,,,43.73223,-79.2635,,0,
Kennedy Station at Bus Bay 13 (Platform B),3,,,43.73201,-79.2634,,0,
Littles Rd at Birrell Ave,3,,,43.81723,-79.2043,,0,
Littles Rd at Birrell Ave,3,,,43.81738,-79.2046,,0,
Littles Rd at Grayson Cres (North),3,,,43.81592,-79.203,,0,
Littles Rd at Grayson Cres (North) South Side,3,,,43.81589,-79.2031,,0,
Littles Rd at Morningview Trail,3,,,43.81474,-79.2026,,0,
Littles Rd at Old Finch Ave,3,,,43.82093,-79.206,,0,
Littles Rd at Sewells Rd,3,,,43.81901,-79.2054,,0,
Littles Rd at Sewells Rd North Side,3,,,43.81919,-79.2053,,0,
McCowan Rd at 300 Consilium Pl,3,,,43.77827,-79.2536,,0,
McCowan Rd at Highway 401,3,,,43.78256,-79.2552,,0,
McCowan Rd at Invergordon Ave,3,,,43.78732,-79.257,,0,
McCowan Rd at Milner Ave,3,,,43.78552,-79.2567,,0,
McCowan Rd at Milner Ave North Side,3,,,43.78596,-79.2565,,0,
McCowan Rd at Pitfield Rd,3,,,43.78749,-79.2575,,0,
McCowan Rd at Sheppard Ave East,3,,,43.78979,-79.2591,,0,
McCowan Rd at Sheppard Ave East,3,,,43.78947,-79.2586,,0,
McCowan Rd at Triton Rd,3,,,43.77553,-79.2529,,0,
McLevin Ave at Empringham Dr,3,,,43.80983,-79.2105,,0,
McLevin Ave at Empringham Dr East Side,3,,,43.8097,-79.2107,,0,
McLevin Ave at Fawcett Trail West Side,3,,,43.80864,-79.2072,,0,
McLevin Ave at Greenspire Rd,3,,,43.80314,-79.2323,,0,
McLevin Ave at Greenspire Rd,3,,,43.80291,-79.2326,,0,
McLevin Ave at John Tabor Trail,3,,,43.8083,-79.2068,,0,
McLevin Ave at Malvern St,3,,,43.79971,-79.2378,,0,
McLevin Ave at Malvern St West Side,3,,,43.79973,-79.238,,0,
McLevin Ave at Tapscott Rd,3,,,43.80495,-79.2269,,0,
McLevin Ave at Tapscott Rd West Side,3,,,43.80491,-79.2272,,0,
Midland Ave at Ellesmere Rd South Side,3,,,43.76747,-79.2712,,0,
Midland Ave at Lawrence Ave East South Side,3,,,43.75077,-79.265,,0,
Morningside Ave at Casebridge Crt North Side,3,,,43.80925,-79.2027,,0,
Morningside Ave at John Stoner Dr South Side,3,,,43.81302,-79.206,,0,
Morningside Ave at McLevin Ave,3,,,43.80903,-79.203,,0,
Morningside Ave at Morningview Trail,3,,,43.81334,-79.2061,,0,
Morningside Ave at Walkway to McKnight Dr,3,,,43.81057,-79.2037,,0,
Morningview Trail at Gennela Sq,3,,,43.81447,-79.2029,,0,
Morningview Trail at Littles Rd,3,,,43.81462,-79.2023,,0,
Morningview Trail at Old Finch Ave,3,,,43.82184,-79.2017,,0,
Morningview Trail at Old Finch Ave South Side,3,,,43.82171,-79.2018,,0,
Morningview Trail at Rangeley Dr,3,,,43.81756,-79.1998,,0,
Morningview Trail at Sewells Rd,3,,,43.81995,-79.201,,0,
Morningview Trail at Sewells Rd,3,,,43.81976,-79.2007,,0,
Nugget Ave at Dovedale Crt,3,,,43.79675,-79.2475,,0,
Nugget Ave at Dovedale Crt West Side,3,,,43.79693,-79.2474,,0,
Nugget Ave at Markham Rd,3,,,43.79836,-79.2418,,0,
Nugget Ave at Markham Rd West Side,3,,,43.79853,-79.2418,,0,
Nugget Ave at Shorting Rd,3,,,43.79651,-79.2507,,0,
Nugget Ave at Shorting Rd,3,,,43.79625,-79.2512,,0,
Nugget Ave at Transfer Pl,3,,,43.79809,-79.2442,,0,
Nugget Ave at Transfer Pl,3,,,43.7979,-79.2445,,0,
Old Finch Ave at Bingley Rd,3,,,43.82171,-79.2038,,0,
Old Finch Ave at Kengate Dr,3,,,43.82143,-79.2043,,0,
Old Finch Ave at Valley Centre Dr (West) West Side,3,,,43.82127,-79.2056,,0,
Opposite 120 McLevin Ave,3,,,43.80159,-79.2353,,0,
Scarborough Centre Station at Bus Bay 12,3,,,43.7745,-79.2572,,0,
Scarborough Centre Station at Bus Bay 3,3,,,43.77444,-79.2582,,0,
Sewells Rd at Alford Cres,3,,,43.80912,-79.2139,,0,
Sewells Rd at Brenyon Way,3,,,43.80792,-79.2155,,0,
Sewells Rd at Brenyon Way East Side,3,,,43.80795,-79.215,,0,
Sewells Rd at McLevin Ave,3,,,43.81031,-79.2138,,0,
Sewells Rd at McLevin Ave South Side,3,,,43.81001,-79.2141,,0,
Sewells Rd at Neilson Rd,3,,,43.80681,-79.2183,,0,
Sewells Rd at Neilson Rd,3,,,43.8063,-79.2189,,0,
Tapscott Rd at Blackwell Ave,3,,,43.8054,-79.2211,,0,
Tapscott Rd at Blackwell Ave West Side,3,,,43.80548,-79.2214,,0,
Tapscott Rd at Washburn Way,3,,,43.80461,-79.2241,,0,
Tapscott Rd at Washburn Way,3,,,43.80439,-79.2244,,0,
Triton Rd at Borough Dr,3,,,43.77348,-79.2614,,0,
Triton Rd at Brimley Rd,3,,,43.77366,-79.2615,,0,
115 Milner Ave,3,,,43.78466,-79.2484,,0,
124 Milner Ave,3,,,43.78482,-79.2484,,0,
125 Milner Ave,3,,,43.78526,-79.2461,,0,
130 Milner Ave,3,,,43.78566,-79.2456,,0,
150 Murison Blvd,3,,,43.80015,-79.2047,,0,
44 Milner Ave,3,,,43.78512,-79.2535,,0,
601 Milner Ave,3,,,43.79397,-79.2232,,0,
70 Milner Ave,3,,,43.78415,-79.2514,,0,
709 Milner Ave,3,,,43.79604,-79.2138,,0,
715 Milner Ave,3,,,43.79604,-79.21,,0,
715 Milner Ave,3,,,43.79677,-79.2067,,0,
75 Milner Ave,3,,,43.78402,-79.2513,,0,
Breckon Gate at Sheppard Ave East,3,,,43.80029,-79.2067,,0,
Brenyon Way at Foregate Ave,3,,,43.80183,-79.2075,,0,
Brenyon Way at Foregate Ave,3,,,43.80166,-79.2073,,0,
Brenyon Way at John Tabor Trail,3,,,43.80553,-79.2113,,0,
Brenyon Way at Pioneer Pathway,3,,,43.80618,-79.2135,,0,
Brenyon Way at Pioneer Pathway,3,,,43.80647,-79.2138,,0,
Brenyon Way at Sewells Rd,3,,,43.80761,-79.2154,,0,
Brenyon Way at Sewells Rd South Side,3,,,43.80738,-79.2154,,0,
Brenyon Way at Sheppard Ave East,3,,,43.80074,-79.2071,,0,
Brenyon Way at Walkway to John Tabor Trail,3,,,43.80353,-79.2081,,0,
Brenyon Way at Walkway to Lowry Sq,3,,,43.80349,-79.2083,,0,
Brenyon Way at Wickson Trail South Side,3,,,43.80536,-79.2113,,0,
Hupfield Trail at Horseshoe Cres (North),3,,,43.81246,-79.2205,,0,
Hupfield Trail at Lady Bower Cres (South) North Side,3,,,43.81494,-79.2188,,0,
Hupfield Trail at Overlord Cres (East) East Side,3,,,43.81608,-79.2168,,0,
McCowan Rd at 300 Consilium Pl,3,,,43.77827,-79.2536,,0,
McCowan Rd at Highway 401,3,,,43.78256,-79.2552,,0,
McCowan Rd at Triton Rd,3,,,43.77553,-79.2529,,0,
McLevin Ave at Hupfield Trail,3,,,43.81048,-79.2198,,0,
McLevin Ave at Pennyhill Dr,3,,,43.81057,-79.2176,,0,
